location_name_1,N_1,E_1,X_1,Y_1,location_name_2,N_2,E_2,X_2,Y_2
grab_1216910622.497,3619.05,-9376.577,-9251.301,3828.057,grab_1216906798.325,3620.636,-9376.957,-9251.641,3829.649
grab_1216910622.672,3626.721,-9386.117,-9260.619,3835.925,grab_1216906799.853,3630.8,-9389.484,-9263.874,3840.073
grab_1216910623.521,3626.721,-9386.117,-9260.619,3835.925,grab_1216906799.853,3630.8,-9389.484,-9263.874,3840.073
grab_1216910623.693,3638.934,-9399.931,-9274.084,3848.423,grab_1216906800.908,3641.638,-9401.738,-9275.82,3851.163
grab_1216910624.544,3651.879,-9413.335,-9287.125,3861.642,grab_1216906802.752,3653.288,-9413.332,-9287.088,3863.049
grab_1216910625.799,3651.879,-9413.335,-9287.125,3861.642,grab_1216906802.752,3653.288,-9413.332,-9287.088,3863.049
grab_1216910625.873,3661.103,-9421.38,-9294.917,3871.029,grab_1216906802.974,3665.154,-9424.39,-9297.818,3875.139
grab_1216910626.585,3661.103,-9421.38,-9294.917,3871.029,grab_1216906802.974,3665.154,-9424.39,-9297.818,3875.139
grab_1216910626.754,3673.011,-9431.381,-9304.593,3883.138,grab_1216906803.938,3672.397,-9430.621,-9303.85,3882.508
grab_1216910627.611,3675.415,-9433.355,-9306.501,3885.582,grab_1216906804.795,3677.242,-9434.614,-9307.712,3887.433
grab_1216910627.775,3685.143,-9441.296,-9314.178,3895.469,grab_1216906804.995,3686.917,-9442.415,-9315.251,3897.265
grab_1216910628.625,3687.604,-9443.224,-9316.039,3897.968,grab_1216906804.995,3686.917,-9442.415,-9315.251,3897.265
grab_1216910628.802,3697.256,-9451.221,-9323.773,3907.781,grab_1216906806.043,3700.862,-9454.198,-9326.652,3911.447
grab_1216910629.648,3697.256,-9451.221,-9323.773,3907.781,grab_1216906806.043,3700.862,-9454.198,-9326.652,3911.447
grab_1216910629.818,3708.897,-9461.526,-9333.759,3919.63,grab_1216906807.171,3711.965,-9464.537,-9336.684,3922.759
grab_1216910630.669,3711.112,-9463.679,-9335.85,3921.889,grab_1216906807.171,3711.965,-9464.537,-9336.684,3922.759
grab_1216910630.851,3720.007,-9472.372,-9344.295,3930.961,grab_1216906808.059,3720.641,-9473.064,-9344.97,3931.609
grab_1216910631.692,3722.165,-9474.604,-9346.467,3933.165,grab_1216906808.059,3720.641,-9473.064,-9344.97,3931.609
grab_1216910631.861,3730.885,-9483.661,-9355.278,3942.07,grab_1216906808.877,3727.062,-9479.587,-9351.312,3938.164
grab_1216910632.709,3733.04,-9485.997,-9357.553,3944.273,grab_1216906809.119,3735.452,-9488.499,-9359.987,3946.736
grab_1216910632.882,3741.43,-9495.759,-9367.075,3952.864,grab_1216906810.239,3745.303,-9500.076,-9371.282,3956.826
grab_1216910633.730,3745.531,-9500.667,-9371.865,3957.067,grab_1216906810.239,3745.303,-9500.076,-9371.282,3956.826
grab_1216910633.902,3751.576,-9508.274,-9379.296,3963.27,grab_1216906811.118,3754.966,-9511.821,-9382.748,3966.732
grab_1216910634.751,3753.559,-9510.847,-9381.812,3965.306,grab_1216906811.118,3754.966,-9511.821,-9382.748,3966.732
grab_1216910634.922,3763.774,-9523.628,-9394.296,3975.785,grab_1216906812.172,3764.437,-9523.838,-9394.489,3976.452
grab_1216910635.777,3765.85,-9526.18,-9396.788,3977.915,grab_1216906813.129,3766.33,-9526.271,-9396.867,3978.396
grab_1216910635.958,3772.059,-9533.928,-9404.356,3984.284,grab_1216906813.297,3775.889,-9538.531,-9408.849,3988.209
grab_1216910636.794,3774.134,-9536.538,-9406.906,3986.413,grab_1216906813.297,3775.889,-9538.531,-9408.849,3988.209
grab_1216910636.966,3784.656,-9549.693,-9419.756,3997.207,grab_1216906814.998,3783.644,-9548.463,-9418.555,3996.17
grab_1216910637.816,3784.656,-9549.693,-9419.756,3997.207,grab_1216906814.998,3783.644,-9548.463,-9418.555,3996.17
grab_1216910637.987,3795.081,-9563.007,-9432.766,4007.909,grab_1216906816.023,3793.325,-9561.06,-9430.869,4006.113
grab_1216910638.836,3797.173,-9565.697,-9435.396,4010.056,grab_1216906816.023,3793.325,-9561.06,-9430.869,4006.113
grab_1216910639.009,3805.826,-9576.167,-9445.616,4018.925,grab_1216906817.212,3806.936,-9578.778,-9448.19,4020.091
grab_1216910639.859,3808.05,-9578.745,-9448.13,4021.202,grab_1216906817.212,3806.936,-9578.778,-9448.19,4020.091
grab_1216910640.030,3816.513,-9589.394,-9458.534,4029.885,grab_1216906817.387,3814.745,-9588.827,-9458.011,4028.108
grab_1216910640.877,3820.659,-9594.809,-9463.827,4034.144,grab_1216906818.067,3816.692,-9591.341,-9460.469,4030.108
grab_1216910641.061,3824.73,-9600.268,-9469.167,4038.328,grab_1216906818.341,3824.595,-9601.323,-9470.22,4038.217
grab_1216910641.735,3828.863,-9605.429,-9474.208,4042.568,grab_1216906819.268,3826.617,-9603.805,-9472.644,4040.291
grab_1216910642.074,3837.012,-9616.003,-9484.544,4050.937,grab_1216906820.279,3836.435,-9616.082,-9484.636,4050.363
grab_1216910642.920,3841.162,-9621.245,-9489.665,4055.195,grab_1216906820.449,3842.248,-9623.292,-9491.678,4056.325
grab_1216910643.092,3847.479,-9629.11,-9497.347,4061.675,grab_1216906821.126,3844.18,-9625.68,-9494.01,4058.306
grab_1216910643.943,3849.592,-9631.709,-9499.885,4063.841,grab_1216906821.326,3853.844,-9637.356,-9505.408,4068.211
grab_1216910644.113,3860.623,-9644.473,-9512.333,4075.135,grab_1216906822.323,3862.192,-9645.668,-9513.487,4076.728
grab_1216910644.964,3869.317,-9654.724,-9522.335,4084.041,grab_1216906823.369,3873.52,-9659.232,-9526.724,4088.336
grab_1216910645.982,3873.693,-9659.81,-9527.296,4088.522,grab_1216906823.369,3873.52,-9659.232,-9526.724,4088.336
grab_1216910646.164,3882.424,-9670.097,-9537.332,4097.464,grab_1216906824.363,3882.755,-9671.059,-9538.282,4097.816
grab_1216910647.004,3882.424,-9670.097,-9537.332,4097.464,grab_1216906824.363,3882.755,-9671.059,-9538.282,4097.816
grab_1216910647.175,3893.287,-9682.937,-9549.861,4108.592,grab_1216906825.413,3894.285,-9684.776,-9551.668,4109.628
grab_1216910648.027,3895.456,-9685.469,-9552.329,4110.813,grab_1216906825.413,3894.285,-9684.776,-9551.668,4109.628
grab_1216910648.199,3904.098,-9695.581,-9562.194,4119.663,grab_1216906827.251,3903.996,-9696.004,-9562.618,4119.571
grab_1216910649.047,3904.098,-9695.581,-9562.194,4119.663,grab_1216906827.251,3903.996,-9696.004,-9562.618,4119.571
grab_1216910649.219,3922.287,-9714.273,-9580.376,4138.234,grab_1216906828.449,3922.364,-9714.988,-9581.085,4138.326
grab_1216910650.582,3924.234,-9716.811,-9582.857,4140.233,grab_1216906829.303,3924.433,-9717.045,-9583.085,4140.437
grab_1216910650.751,3932.666,-9726.367,-9592.172,4148.861,grab_1216906829.507,3938.921,-9731.149,-9596.785,4155.212
grab_1216910651.600,3932.666,-9726.367,-9592.172,4148.861,grab_1216906829.507,3938.921,-9731.149,-9596.785,4155.212
grab_1216910651.767,3943.636,-9737.691,-9603.188,4160.062,grab_1216906830.829,3943.138,-9735.024,-9600.544,4159.507
grab_1216910652.622,3945.758,-9739.853,-9605.291,4162.229,grab_1216906831.508,3949.524,-9740.637,-9605.982,4166.006
grab_1216910652.794,3955.492,-9747.506,-9612.68,4172.116,grab_1216906831.847,3958.499,-9747.399,-9612.502,4175.115
grab_1216910653.644,3955.492,-9747.506,-9612.68,4172.116,grab_1216906831.847,3958.499,-9747.399,-9612.502,4175.115
grab_1216910653.810,3968.565,-9755.151,-9619.983,4185.335,grab_1216906832.873,3973.168,-9755.781,-9620.5,4189.945
grab_1216910654.664,3971.261,-9756.51,-9621.271,4188.057,grab_1216906832.873,3973.168,-9755.781,-9620.5,4189.945
grab_1216910654.836,3979.333,-9760.481,-9625.034,4196.203,grab_1216906833.893,3985.979,-9761.834,-9626.223,4202.868
grab_1216910655.513,3984.689,-9763.14,-9627.554,4201.609,grab_1216906833.893,3985.979,-9761.834,-9626.223,4202.868
grab_1216910655.853,3995.316,-9768.167,-9632.308,4212.33,grab_1216906834.914,3998.821,-9768.129,-9632.187,4215.829
grab_1216910656.707,3997.903,-9769.431,-9633.505,4214.94,grab_1216906834.914,3998.821,-9768.129,-9632.187,4215.829
grab_1216910656.877,4008.245,-9774.752,-9638.557,4225.382,grab_1216906835.934,4008.792,-9773.465,-9637.263,4225.901
grab_1216910657.728,4010.774,-9776.095,-9639.835,4227.937,grab_1216906836.615,4013.662,-9776.308,-9639.978,4230.826
grab_1216910657.892,4020.658,-9782.026,-9645.506,4237.935,grab_1216906836.955,4023.117,-9782.333,-9645.753,4240.398
grab_1216910658.747,4025.652,-9785.125,-9648.473,4242.99,grab_1216906836.955,4023.117,-9782.333,-9645.753,4240.398
grab_1216910658.918,4035.127,-9791.921,-9655.016,4252.599,grab_1216906837.975,4034.458,-9790.297,-9653.414,4251.895
grab_1216910659.769,4035.127,-9791.921,-9655.016,4252.599,grab_1216906837.975,4034.458,-9790.297,-9653.414,4251.895
grab_1216910659.950,4047.048,-9800.507,-9663.282,4264.689,grab_1216906838.996,4047.875,-9799.996,-9662.754,4265.504
grab_1216910660.790,4059.885,-9808.721,-9671.157,4277.686,grab_1216906840.024,4063.625,-9810.678,-9673.016,4281.463
grab_1216910661.812,4062.486,-9810.216,-9672.583,4280.316,grab_1216906840.024,4063.625,-9810.678,-9673.016,4281.463
grab_1216910661.982,4072.836,-9816.019,-9678.116,4290.776,grab_1216906841.546,4075.532,-9817.377,-9679.405,4293.498
grab_1216910662.834,4075.476,-9817.388,-9679.416,4293.442,grab_1216906841.546,4075.532,-9817.377,-9679.405,4293.498
grab_1216910662.999,4086.495,-9822.251,-9683.998,4304.551,grab_1216906842.566,4091.134,-9823.825,-9685.454,4309.217
grab_1216910663.851,4086.495,-9822.251,-9683.998,4304.551,grab_1216906842.566,4091.134,-9823.825,-9685.454,4309.217
grab_1216910664.021,4097.902,-9826.365,-9687.822,4316.03,grab_1216906843.587,4093.877,-9824.713,-9686.273,4311.976
grab_1216910664.702,4103.799,-9828.081,-9689.391,4321.955,grab_1216906843.762,4104.969,-9827.991,-9689.274,4323.122
grab_1216910665.044,4115.725,-9831.32,-9692.333,4333.934,grab_1216906844.609,4119.144,-9831.855,-9692.785,4337.359
grab_1216910665.892,4115.725,-9831.32,-9692.333,4333.934,grab_1216906844.609,4119.144,-9831.855,-9692.785,4337.359
grab_1216910666.064,4130.972,-9835.391,-9696.025,4349.246,grab_1216906845.629,4133.615,-9835.771,-9696.34,4351.893
grab_1216910666.919,4134.049,-9836.286,-9696.843,4352.338,grab_1216906845.629,4133.615,-9835.771,-9696.34,4351.893
grab_1216910667.084,4149.492,-9840.706,-9700.878,4367.853,grab_1216906846.649,4148.344,-9839.773,-9699.975,4366.687
grab_1216910667.937,4149.492,-9840.706,-9700.878,4367.853,grab_1216906846.649,4148.344,-9839.773,-9699.975,4366.687
grab_1216910668.105,4162.003,-9844.361,-9704.219,4380.425,grab_1216906847.670,4160.1,-9843.193,-9703.101,4378.499
grab_1216910668.958,4168.246,-9846.315,-9706.016,4386.701,grab_1216906848.352,4165.957,-9845.011,-9704.773,4384.387
grab_1216910669.123,4180.61,-9850.759,-9710.148,4399.143,grab_1216906849.553,4180.624,-9850.127,-9709.518,4399.143
grab_1216910669.981,4183.736,-9851.943,-9711.253,4402.29,grab_1216906849.553,4180.624,-9850.127,-9709.518,4399.143
grab_1216910670.148,4196.047,-9857.111,-9716.106,4414.695,grab_1216906850.568,4195.049,-9856.135,-9715.158,4413.677
grab_1216910671.000,4211.224,-9864.365,-9722.969,4430.007,grab_1216906851.593,4209.233,-9862.999,-9721.656,4427.989
grab_1216910672.023,4214.25,-9865.891,-9724.417,4433.062,grab_1216906851.593,4209.233,-9862.999,-9721.656,4427.989
grab_1216910672.205,4226.169,-9872.039,-9730.256,4445.096,grab_1216906852.609,4223.239,-9870.354,-9728.647,4442.134
grab_1216910673.045,4232.167,-9875.033,-9733.095,4451.151,grab_1216906852.778,4231.787,-9874.611,-9732.683,4450.762
grab_1216910673.210,4247.092,-9881.937,-9739.614,4466.203,grab_1216906853.633,4249.137,-9882.511,-9740.137,4468.258
grab_1216910674.572,4253.176,-9884.37,-9741.892,4472.332,grab_1216906854.656,4252.097,-9883.679,-9741.23,4471.239
grab_1216910674.744,4262.302,-9887.639,-9744.931,4481.515,grab_1216906854.828,4264.057,-9887.954,-9745.203,4483.274
grab_1216910675.594,4262.302,-9887.639,-9744.931,4481.515,grab_1216906854.828,4264.057,-9887.954,-9745.203,4483.274
grab_1216910675.767,4280.303,-9892.955,-9749.796,4499.604,grab_1216906855.841,4278.779,-9892.254,-9749.135,4498.067
grab_1216910676.612,4283.291,-9893.664,-9750.432,4502.603,grab_1216906856.695,4284.515,-9893.702,-9750.441,4503.825
grab_1216910676.787,4295.088,-9896.084,-9752.561,4514.434,grab_1216906856.863,4292.948,-9895.577,-9752.107,4512.286
grab_1216910677.636,4295.088,-9896.084,-9752.561,4514.434,grab_1216906856.863,4292.948,-9895.577,-9752.107,4512.286
grab_1216910677.810,4308.941,-9898.561,-9754.698,4528.32,grab_1216906857.887,4308.779,-9898.373,-9754.515,4528.153
grab_1216910678.658,4311.565,-9898.975,-9755.048,4530.949,grab_1216906858.735,4311.313,-9898.67,-9754.751,4530.69
grab_1216910678.828,4321.681,-9900.231,-9756.058,4541.077,grab_1216906859.583,4320.486,-9899.78,-9755.637,4539.873
grab_1216910679.680,4321.681,-9900.231,-9756.058,4541.077,grab_1216906859.583,4320.486,-9899.78,-9755.637,4539.873
grab_1216910679.855,4332.17,-9901.415,-9756.988,4551.575,grab_1216906859.936,4330.216,-9900.89,-9756.511,4549.612
grab_1216910680.699,4335.735,-9902.045,-9757.531,4555.148,grab_1216906860.946,4338.34,-9902.459,-9757.881,4557.758
grab_1216910680.873,4342.266,-9904.43,-9759.75,4561.721,grab_1216906861.801,4344.916,-9906.167,-9761.417,4564.405
grab_1216910681.718,4347.381,-9908.773,-9763.954,4566.923,grab_1216906862.821,4347.021,-9908.294,-9763.485,4566.553
grab_1216910682.740,4349.307,-9911.414,-9766.537,4568.904,grab_1216906862.989,4349.475,-9912.211,-9767.327,4569.089
grab_1216910682.912,4352.101,-9917.649,-9772.68,4571.83,grab_1216906863.842,4352.214,-9920.111,-9775.129,4571.996
grab_1216910683.764,4354.091,-9926.683,-9781.629,4574.014,grab_1216906864.865,4352.953,-9923.6,-9778.586,4572.811
grab_1216910684.782,4354.42,-9928.598,-9783.528,4574.385,grab_1216906865.045,4354.184,-9930.904,-9785.83,4574.2
grab_1216910684.956,4356.758,-9942.066,-9796.884,4577.014,grab_1216906866.050,4356.372,-9944.449,-9799.266,4576.681
grab_1216910686.316,4357.03,-9944.038,-9798.842,4577.329,grab_1216906866.050,4356.372,-9944.449,-9799.266,4576.681
grab_1216910686.486,4358.09,-9952.327,-9807.071,4578.569,grab_1216906867.413,4357.295,-9953.092,-9807.851,4577.791
grab_1216910687.352,4358.265,-9954.539,-9809.269,4578.791,grab_1216906867.413,4357.295,-9953.092,-9807.851,4577.791
grab_1216910687.562,4358.746,-9958.814,-9813.515,4579.365,grab_1216906868.199,4358.167,-9961.538,-9816.241,4578.847
grab_1216910688.188,4359.338,-9963.093,-9817.762,4580.05,grab_1216906868.944,4358.455,-9963.602,-9818.29,4579.18
grab_1216910688.422,4360.821,-9973.277,-9827.868,4581.754,grab_1216906869.119,4358.341,-9973.877,-9828.525,4579.291
grab_1216910689.378,4361.054,-9975.34,-9829.917,4582.031,grab_1216906869.119,4358.341,-9973.877,-9828.525,4579.291
grab_1216910689.551,4361.964,-9983.718,-9838.238,4583.124,grab_1216906869.119,4358.341,-9973.877,-9828.525,4579.291
grab_1216910690.400,4362.343,-9985.887,-9840.39,4583.549,grab_1216906869.966,4365.176,-9995.422,-9849.818,4586.586
grab_1216910690.575,4364.0,-9994.937,-9849.362,4585.401,grab_1216906869.966,4365.176,-9995.422,-9849.818,4586.586
grab_1216910691.419,4364.0,-9994.937,-9849.362,4585.401,grab_1216906869.966,4365.176,-9995.422,-9849.818,4586.586
grab_1216910691.592,4366.178,-10006.401,-9860.726,4587.826,grab_1216906872.179,4367.495,-10007.223,-9861.514,4589.159
grab_1216910692.450,4366.962,-10011.223,-9865.51,4588.715,grab_1216906873.031,4367.906,-10009.612,-9863.883,4589.622
grab_1216910692.616,4368.174,-10018.55,-9872.778,4590.085,grab_1216906873.203,4368.693,-10019.412,-9873.624,4590.622
grab_1216910693.462,4368.174,-10018.55,-9872.778,4590.085,grab_1216906873.203,4368.693,-10019.412,-9873.624,4590.622
grab_1216910693.631,4370.21,-10033.943,-9888.058,4592.455,grab_1216906874.220,4369.421,-10029.327,-9883.48,4591.566
grab_1216910694.820,4371.632,-10041.826,-9895.874,4594.047,grab_1216906875.250,4371.582,-10044.113,-9898.152,4594.047
grab_1216910695.337,4372.427,-10047.028,-9901.036,4594.955,grab_1216906876.092,4372.122,-10046.573,-9900.59,4594.64
grab_1216910695.677,4374.074,-10057.342,-9911.268,4596.825,grab_1216906876.267,4373.441,-10056.627,-9910.571,4596.176
grab_1216910696.524,4374.595,-10059.826,-9913.728,4597.398,grab_1216906876.267,4373.441,-10056.627,-9910.571,4596.176
grab_1216910696.696,4376.57,-10069.537,-9923.352,4599.583,grab_1216906877.965,4375.654,-10071.564,-9925.392,4598.713
grab_1216910697.547,4377.241,-10074.484,-9928.262,4600.361,grab_1216906877.965,4375.654,-10071.564,-9925.392,4598.713
grab_1216910697.717,4377.67,-10083.679,-9937.409,4600.99,grab_1216906879.158,4377.725,-10083.715,-9937.443,4601.046
grab_1216910698.569,4377.67,-10083.679,-9937.409,4600.99,grab_1216906879.158,4377.725,-10083.715,-9937.443,4601.046
grab_1216910698.737,4378.923,-10092.502,-9946.165,4602.434,grab_1216906879.326,4379.036,-10090.757,-9944.424,4602.509
grab_1216910699.587,4379.791,-10096.901,-9950.525,4603.397,grab_1216906880.008,4380.102,-10095.413,-9949.036,4603.675
grab_1216910699.763,4382.251,-10105.692,-9959.221,4606.045,grab_1216906880.355,4382.812,-10104.624,-9958.144,4606.582
grab_1216910700.611,4382.251,-10105.692,-9959.221,4606.045,grab_1216906880.355,4382.812,-10104.624,-9958.144,4606.582
grab_1216910700.782,4386.398,-10116.164,-9969.551,4610.414,grab_1216906881.369,4387.894,-10115.599,-9968.952,4611.895
grab_1216910701.631,4387.355,-10118.197,-9971.552,4611.414,grab_1216906881.369,4387.894,-10115.599,-9968.952,4611.895
grab_1216910701.805,4391.766,-10125.939,-9979.157,4615.987,grab_1216906882.390,4394.345,-10125.869,-9979.026,4618.561
grab_1216910702.651,4391.766,-10125.939,-9979.157,4615.987,grab_1216906882.390,4394.345,-10125.869,-9979.026,4618.561
grab_1216910702.823,4398.479,-10135.248,-9988.268,4622.893,grab_1216906883.410,4401.245,-10135.964,-9988.915,4625.67
grab_1216910703.672,4401.496,-10138.878,-9991.811,4625.985,grab_1216906883.410,4401.245,-10135.964,-9988.915,4625.67
grab_1216910703.852,4406.572,-10144.209,-9996.998,4631.169,grab_1216906884.433,4407.243,-10144.028,-9996.802,4631.836
grab_1216910704.691,4408.256,-10146.073,-9998.815,4632.891,grab_1216906884.433,4407.243,-10144.028,-9996.802,4631.836
grab_1216910704.864,4415.047,-10153.476,-10006.026,4639.834,grab_1216906885.455,4416.973,-10156.14,-10008.632,4641.815
grab_1216910705.713,4418.81,-10156.962,-10009.407,4643.667,grab_1216906885.455,4416.973,-10156.14,-10008.632,4641.815
grab_1216910705.889,4425.361,-10165.187,-10017.442,4650.388,grab_1216906886.474,4425.269,-10166.024,-10018.278,4650.313
grab_1216910706.737,4432.508,-10175.035,-10027.079,4657.738,grab_1216906887.499,4435.119,-10177.747,-10029.718,4660.404
grab_1216910707.757,4433.89,-10177.123,-10029.125,4659.164,grab_1216906887.499,4435.119,-10177.747,-10029.718,4660.404
grab_1216910707.928,4440.159,-10185.526,-10037.344,4665.607,grab_1216906888.518,4443.19,-10187.684,-10039.422,4668.68
grab_1216910708.780,4441.784,-10187.562,-10039.333,4667.273,grab_1216906888.518,4443.19,-10187.684,-10039.422,4668.68
grab_1216910708.977,4448.351,-10195.925,-10047.505,4674.012,grab_1216906889.540,4446.075,-10192.289,-10043.938,4671.661
grab_1216910709.799,4450.103,-10198.044,-10049.574,4675.808,grab_1216906889.540,4446.075,-10192.289,-10043.938,4671.661
grab_1216910709.970,4456.821,-10206.273,-10057.609,4682.696,grab_1216906890.391,4460.211,-10208.98,-10060.223,4686.139
grab_1216910710.821,4458.421,-10208.619,-10059.906,4684.344,grab_1216906890.391,4460.211,-10208.98,-10060.223,4686.139
grab_1216910710.989,4464.082,-10214.318,-10065.448,4690.12,grab_1216906891.921,4469.355,-10218.262,-10069.249,4695.471
grab_1216910711.842,4494.245,-10249.409,-10099.674,4721.003,grab_1216906894.129,4505.081,-10265.269,-10115.211,4732.167
grab_1216910714.904,4494.245,-10249.409,-10099.674,4721.003,grab_1216906894.129,4505.081,-10265.269,-10115.211,4732.167
grab_1216910715.077,4501.504,-10258.386,-10108.441,4728.446,grab_1216906894.129,4505.081,-10265.269,-10115.211,4732.167
grab_1216910715.923,4503.233,-10260.734,-10110.738,4730.223,grab_1216906894.129,4505.081,-10265.269,-10115.211,4732.167
grab_1216910716.094,4509.918,-10270.457,-10120.261,4737.11,grab_1216906897.025,4506.663,-10267.523,-10117.417,4733.796
grab_1216910716.947,4513.26,-10275.381,-10125.085,4740.554,grab_1216906897.191,4514.391,-10277.946,-10127.613,4741.739
grab_1216910717.119,4518.519,-10282.486,-10132.035,4745.96,grab_1216906898.214,4520.904,-10286.239,-10135.717,4748.423
grab_1216910717.981,4522.032,-10287.218,-10136.665,4749.571,grab_1216906898.214,4520.904,-10286.239,-10135.717,4748.423
grab_1216910718.138,4528.92,-10297.014,-10146.256,4756.662,grab_1216906899.071,4524.747,-10290.278,-10139.647,4752.348
grab_1216910718.990,4528.92,-10297.014,-10146.256,4756.662,grab_1216906899.071,4524.747,-10290.278,-10139.647,4752.348
grab_1216910719.166,4537.961,-10308.466,-10157.445,4765.938,grab_1216906899.235,4542.816,-10314.55,-10163.388,4770.918
grab_1216910720.010,4539.82,-10310.795,-10159.72,4767.845,grab_1216906899.235,4542.816,-10314.55,-10163.388,4770.918
grab_1216910720.180,4546.707,-10319.774,-10168.498,4774.917,grab_1216906901.621,4546.043,-10318.771,-10167.515,4774.232
grab_1216910721.030,4548.361,-10322.156,-10170.83,4776.621,grab_1216906901.621,4546.043,-10318.771,-10167.515,4774.232
grab_1216910721.203,4555.325,-10331.033,-10179.505,4783.767,grab_1216906902.812,4557.347,-10330.997,-10179.421,4785.786
grab_1216910722.053,4559.207,-10334.981,-10183.344,4787.73,grab_1216906902.812,4557.347,-10330.997,-10179.421,4785.786
grab_1216910722.221,4565.668,-10343.135,-10191.31,4794.358,grab_1216906902.812,4557.347,-10330.997,-10179.421,4785.786
grab_1216910723.419,4570.152,-10350.084,-10198.124,4798.987,grab_1216906903.661,4575.27,-10356.036,-10203.929,4804.226
grab_1216910723.753,4573.202,-10354.784,-10202.731,4802.134,grab_1216906903.661,4575.27,-10356.036,-10203.929,4804.226
grab_1216910724.608,4585.548,-10370.24,-10217.829,4814.798,grab_1216906905.370,4580.678,-10362.281,-10210.02,4809.762
grab_1216910725.626,4587.153,-10372.321,-10219.863,4816.446,grab_1216906905.370,4580.678,-10362.281,-10210.02,4809.762
grab_1216910725.792,4593.325,-10377.583,-10224.956,4822.722,grab_1216906906.216,4597.81,-10384.475,-10231.713,4827.351
grab_1216910726.646,4621.616,-10413.528,-10260.078,4851.753,grab_1216906908.256,4629.186,-10419.291,-10265.638,4859.437
grab_1216910729.878,4624.501,-10418.166,-10264.629,4854.734,grab_1216906908.256,4629.186,-10419.291,-10265.638,4859.437
grab_1216910730.086,4630.084,-10426.588,-10272.882,4860.492,grab_1216906911.320,4635.493,-10428.534,-10274.692,4865.936
grab_1216910730.897,4630.084,-10426.588,-10272.882,4860.492,grab_1216906911.320,4635.493,-10428.534,-10274.692,4865.936
grab_1216910731.070,4636.212,-10435.562,-10281.673,4866.806,grab_1216906912.341,4638.772,-10432.951,-10279.012,4869.305
grab_1216910731.921,4639.29,-10439.791,-10285.811,4869.972,grab_1216906912.508,4645.294,-10441.692,-10287.562,4876.008
grab_1216910732.122,4644.346,-10446.051,-10291.925,4875.156,grab_1216906912.508,4645.294,-10441.692,-10287.562,4876.008
grab_1216910732.940,4649.378,-10452.553,-10298.28,4880.322,grab_1216906913.365,4653.458,-10452.527,-10298.157,4884.395
grab_1216910733.173,4656.16,-10461.265,-10306.795,4887.283,grab_1216906914.550,4661.756,-10463.158,-10308.546,4892.912
grab_1216910734.132,4657.856,-10463.429,-10308.909,4889.024,grab_1216906914.550,4661.756,-10463.158,-10308.546,4892.912
grab_1216910734.305,4662.89,-10469.815,-10315.149,4894.189,grab_1216906915.407,4665.643,-10466.898,-10312.179,4896.874
grab_1216910734.987,4666.195,-10473.911,-10319.149,4897.577,grab_1216906915.407,4665.643,-10466.898,-10312.179,4896.874
grab_1216910735.215,4674.563,-10483.877,-10328.874,4906.15,grab_1216906916.931,4676.518,-10481.804,-10326.764,4908.057
grab_1216910736.177,4674.563,-10483.877,-10328.874,4906.15,grab_1216906916.931,4676.518,-10481.804,-10326.764,4908.057
grab_1216910736.344,4679.718,-10489.817,-10334.668,4911.426,grab_1216906917.107,4682.554,-10489.879,-10334.662,4914.259
grab_1216910737.029,4681.415,-10491.958,-10336.759,4913.167,grab_1216906917.107,4682.554,-10489.879,-10334.662,4914.259
grab_1216910737.232,4689.792,-10502.361,-10346.919,4921.758,grab_1216906918.127,4687.174,-10495.693,-10340.342,4918.999
grab_1216910738.046,4689.792,-10502.361,-10346.919,4921.758,grab_1216906918.127,4687.174,-10495.693,-10340.342,4918.999
grab_1216910738.218,4699.652,-10515.347,-10359.617,4931.885,grab_1216906918.973,4697.895,-10509.182,-10353.519,4929.997
grab_1216910739.080,4704.448,-10521.648,-10365.777,4936.81,grab_1216906921.016,4706.864,-10520.54,-10364.616,4939.198
grab_1216910739.835,4704.448,-10521.648,-10365.777,4936.81,grab_1216906921.016,4706.864,-10520.54,-10364.616,4939.198
grab_1216910739.911,4710.853,-10529.777,-10373.72,4943.383,grab_1216906921.194,4714.52,-10529.168,-10373.026,4947.03
grab_1216910740.770,4712.427,-10531.582,-10375.48,4944.994,grab_1216906921.194,4714.52,-10529.168,-10373.026,4947.03
grab_1216910740.939,4717.491,-10536.601,-10380.358,4950.159,grab_1216906922.211,4721.602,-10537.725,-10381.379,4954.288
grab_1216910741.624,4719.069,-10538.245,-10381.957,4951.77,grab_1216906922.211,4721.602,-10537.725,-10381.379,4954.288
grab_1216910741.821,4725.604,-10546.4,-10389.922,4958.472,grab_1216906923.233,4727.923,-10546.37,-10389.837,4960.787
grab_1216910742.640,4729.379,-10551.885,-10395.295,4962.36,grab_1216906924.252,4732.736,-10552.694,-10396.021,4965.73
grab_1216910743.660,4730.332,-10553.251,-10396.632,4963.342,grab_1216906924.252,4732.736,-10552.694,-10396.021,4965.73
grab_1216910743.867,4735.832,-10560.383,-10403.604,4968.989,grab_1216906924.933,4734.972,-10555.617,-10398.878,4968.026
grab_1216910744.682,4735.832,-10560.383,-10403.604,4968.989,grab_1216906924.933,4734.972,-10555.617,-10398.878,4968.026
grab_1216910744.854,4740.015,-10566.682,-10409.777,4973.302,grab_1216906926.639,4741.959,-10565.138,-10408.193,4975.209
grab_1216910746.216,4741.787,-10569.629,-10412.67,4975.135,grab_1216906927.142,4743.755,-10568.66,-10411.658,4977.079
